Assumed Ratio,ROC-AUC,PR-AUC,F1,FPR
0.1,0.5639052231061916,0.2536259848844885,0.1839080459770115,0.09070294784580499
0.15,0.5639052231061916,0.2536259848844885,0.2871287128712871,0.12471655328798185
0.18,0.5639052231061916,0.2536259848844885,0.2922374429223744,0.1564625850340136
0.21,0.5639052231061916,0.2536259848844885,0.3050847457627119,0.18594104308390022
0.25,0.5639052231061916,0.2536259848844885,0.3023255813953488,0.2290249433106576
0.3,0.5639052231061916,0.2536259848844885,0.2937062937062937,0.2857142857142857
0.35,0.5639052231061916,0.2536259848844885,0.29936305732484075,0.3378684807256236
