Assumed Ratio,ROC-AUC,PR-AUC,F1,FPR
0.3,0.6820987654320988,0.7390115309362766,0.5517241379310345,0.16666666666666666
0.4,0.6820987654320988,0.7390115309362766,0.5567010309278351,0.2962962962962963
0.45,0.6820987654320988,0.7390115309362766,0.6213592233009708,0.3148148148148148
0.5,0.6820987654320988,0.7390115309362766,0.6666666666666666,0.3333333333333333
0.55,0.6820987654320988,0.7390115309362766,0.6548672566371682,0.4074074074074074
0.6,0.6820987654320988,0.7390115309362766,0.6554621848739496,0.48148148148148145
0.7,0.6820987654320988,0.7390115309362766,0.6511627906976745,0.6111111111111112
